CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
10934,2012,OK,1,1,5,,1,1,6,7,1,7,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,5,,,,,5,,,,,3,3,3,0,M,M
10935,2012,OK,0,1,1,,0,,5,5,2,12,0,0,0,1,0,0,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,0,0,,1,1,1,0,,,0,,,,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,1,4,1,1,1,3,1,4,1,3,1,1,5,0,1,1
10936,2012,OK,0,1,5,,0,,6,0,2,9,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,4,1,1,0,M,M
10937,2012,OK,1,1,2,,1,2,5,6,2,8,0,0,0,0,0,0,0,,,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,,0,0,0,1,1,1,0,,,,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,2,1,1,1,1,1,,1,,,,,,,,,,1,1,1,3,1,2,1,1,1,,1,5,4,0,M,1
10938,2012,OK,0,1,5,,0,,3,0,1,5,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,5,5,5,1,1,1,,5,1,1,0,M,M
10939,2012,OK,0,1,2,,0,,4,0,2,6,0,0,0,0,0,0,0,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,0,,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,1,4,5,0,1,1
10940,2012,OK,0,1,2,,0,,7,7,2,13,0,0,0,0,0,0,0,,,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,,,,0,1,1
10941,2012,OK,0,1,1,,0,,6,0,2,12,0,0,0,0,0,0,0,,,2,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,3,3,0,1,1
10942,2012,OK,0,1,1,,0,,6,1,2,13,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,,5,1,1,0,1,M
10943,2012,OK,0,1,2,,0,,7,4,2,11,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,4,1,1,0,1,1
10944,2012,OK,0,1,1,,0,,6,1,2,11,0,0,M,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,5,1,1,,2,4,3,0,1,1
10945,2012,OK,0,1,1,,0,,7,1,2,12,0,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,5,1,1,,2,4,3,0,1,1
10946,2012,OK,0,1,1,,0,,6,1,2,12,M,0,0,0,0,0,0,,,2,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,2,4,3,0,1,1
10947,2012,OK,0,1,1,,0,,6,1,2,11,0,0,0,0,0,0,0,,,2,0,,1,1,1,M,M,M,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,4,1,1,,2,4,3,0,1,1
10948,2012,OK,1,1,5,,0,,6,6,2,8,0,0,0,1,0,0,1,0,3,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,0,0,1,1,1,1,0,,,0,,,,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,5,1,1,5,1,3,1,3,1,3,4,1,4,0,1,1
10949,2012,OK,0,1,1,,0,,7,1,2,14,0,0,0,0,0,0,0,,,2,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,M,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
10950,2012,OK,0,1,5,,0,,5,1,2,4,0,0,0,0,0,0,0,,,1,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,4,1,1,,3,3,3,0,1,M
10951,2012,OK,0,1,1,,0,,3,0,2,5,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,0,0,1,D,0,0,D,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M,M
10952,2012,OK,1,0,2,,0,,3,7,2,7,0,0,0,0,1,1,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,4,1,1,2,1,1,5,,2,,,,,,,,,,,1,2,5,0,1,M
10953,2012,OK,0,1,2,,0,,5,1,2,3,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,D,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,2,2,4,0,1,1
10954,2012,OK,0,1,1,,0,,3,0,1,5,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,0,0,1,0,0,0,,,1,0,1,1,0,,,,,,0,0,0,0,1,0,0,0,D,1,0,,,,,,,,,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,0,1,M
10955,2012,OK,0,1,2,,0,,4,0,2,12,0,0,0,0,0,0,0,,,5,M,,M,0,,,,,,,,,,,,,,,,,,,,,M,1,0,,,,,,,1,1,,1,0,,,0,,,,1,0,0,0,0,1,0,M,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,4,3,1,0,M,1
10956,2012,OK,0,1,1,,0,,5,6,2,12,0,0,0,0,0,0,0,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,0,1,0,,,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,,,,,,,,,1,1,4,4,1,1,1,,4,1,1,1,1,3,3,1,1,1,,4,1,1,0,1,1
10957,2012,OK,0,1,1,,0,,5,6,2,12,0,0,0,0,0,0,0,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,4,1,1,0,1,1
10958,2012,OK,1,0,3,,0,,4,4,2,12,0,D,D,0,0,0,0,,,2,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,1,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M,M
10959,2012,OK,0,1,2,,0,,7,2,2,11,0,D,D,0,0,D,0,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,3,5,5,5,1,1,,2,2,4,0,1,1
10960,2012,OK,0,1,6,2,0,,6,7,2,9,0,0,D,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,1,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,3,4,0,M,1
10961,2012,OK,0,1,1,,0,,7,4,2,14,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,0,0,0,,,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,,,,,,,,,1,1,4,3,1,1,1,,3,1,1,1,1,1,1,1,1,1,,3,2,4,0,1,1
10962,2012,OK,0,1,1,,0,,7,2,2,12,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,2,2,4,0,1,1
10963,2012,OK,0,1,5,,1,1,5,0,1,16,1,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,0,1,0,,,1,0,0,1,0,,,,,,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,,1,1,2,2,1,1,1,,2,,,,,,,,,,,1,3,4,0,M,1
10964,2012,OK,0,1,6,2,1,1,6,7,1,8,0,1,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,0,,1,,,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,1,0,M,1
10965,2012,OK,0,1,2,,0,,6,1,2,10,0,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,D,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,,2,3,3,0,1,1
10966,2012,OK,0,1,2,,0,,6,1,2,5,0,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,1,5,4,0,1,1
10967,2012,OK,0,1,1,,0,,4,1,2,4,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,0,1,0,X,0,0,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,,3,2,2,0,1,M
10968,2012,OK,0,1,2,,0,,5,2,2,11,0,0,0,0,0,0,0,,,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,2,4,4,1,1,1,,1,5,4,0,1,1
10969,2012,OK,0,1,2,,0,,5,1,2,10,0,0,0,0,1,0,0,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,5,3,4,1,1,1,,3,2,4,0,1,1
10970,2012,OK,0,1,2,,0,,7,3,2,10,0,1,1,0,1,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,1,0,1,1,1,0,1,0,1,0,1,1,D,D,D,,,,,,,,,1,1,5,5,1,1,1,,5,1,1,1,4,5,5,1,1,1,,4,2,1,0,1,1
10971,2012,OK,0,1,5,,0,,5,0,2,4,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,2,3,3,1,1,1,,2,4,4,0,1,M
10972,2012,OK,0,1,1,,0,,3,2,2,3,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,4,4,1,1,M,M
10973,2012,OK,0,1,2,,0,,3,3,1,10,1,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,0,1,,0,0,0,0,0,1,0,0,0,,,1,0,0,1,0,,,,,,0,1,1,0,0,0,1,0,0,0,0,,,,,,,,,1,1,1,1,1,1,1,,1,,,,,,,,,,,4,4,1,1,1,1
10974,2012,OK,0,1,1,,0,,6,0,2,15,0,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,4,1,2,3,1,1,1,,4,1,1,0,M,1
10975,2012,OK,0,1,2,,0,,7,2,2,13,0,0,0,0,1,0,0,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,4,5,5,5,1,1,,3,2,2,1,1,1
10976,2012,OK,0,1,4,,0,,5,6,2,18,1,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,0,0,,0,0,0,0,,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,D,1,1,1,1,D,,,,,,,,,1,1,4,4,1,1,1,,4,,,,,,,,,,,4,1,1,0,1,1
10977,2012,OK,0,1,1,,0,,3,3,2,7,0,0,0,1,0,0,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,4,1,1,1,4,1,4,1,4,1,1,5,0,1,1
10978,2012,OK,0,1,3,,0,,7,3,1,14,0,0,0,0,0,0,0,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,1,1,1,1,1,1,,,,,,,,,1,1,5,5,1,1,1,,5,,,,,,,,,,,1,1,5,0,1,1
10979,2012,OK,0,1,2,,0,,5,0,2,4,0,0,0,0,0,0,0,,,M,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,2,1,1,,4,2,2,0,1,1
10980,2012,OK,1,1,6,1,1,1,6,7,2,16,0,1,D,1,1,1,1,0,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,0,1,1,1,0,1,0,,,0,,,,1,1,1,0,1,1,1,1,1,0,1,1,D,D,1,1,0,,,,,,,,,,,,,,,,,,3,1,1,5,4,4,1,1,3,1,3,2,2,1,1,1
10981,2012,OK,1,1,2,,0,,5,3,1,10,0,1,1,0,1,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,0,0,0,0,1,0,0,D,0,1,D,,,,,,,,,4,5,1,5,1,1,5,,5,,,,,,,,,,,4,2,1,0,1,1
10982,2012,OK,1,1,2,,0,,6,1,2,9,1,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,,,,,,,,,1,5,1,5,4,1,1,,5,1,1,1,1,4,3,1,1,1,,1,2,5,1,1,1
10983,2012,OK,0,1,2,,0,,6,2,2,11,0,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,0,0,0,1,1,0,1,0,,,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,D,1,1,0,1,0,,,,,,,,,1,1,3,2,1,1,1,,3,1,1,1,1,5,5,1,1,1,,2,2,4,1,1,1
10984,2012,OK,0,1,2,,0,,6,1,2,8,0,0,0,0,0,0,0,,,M,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,2,4,4,3,1,1,,1,4,5,0,1,1
10985,2012,OK,0,1,2,,0,,2,2,2,9,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,1,1,5,5,1,1,1,,5,,,,,,,,,,,3,2,3,0,M,M
10986,2012,OK,0,1,5,,0,,6,2,2,13,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,D,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,4,1,1,,3,2,2,0,M,M
10987,2012,OK,0,1,6,3,0,,2,2,2,7,0,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,0,0,0,,,0,,1,0,,,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,,1,1,5,5,1,1,1,,5,1,1,1,2,2,2,1,1,1,,2,4,4,0,M,M
10988,2012,OK,0,1,2,,0,,6,1,2,11,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,4,1,1,0,1,1
10989,2012,OK,0,1,2,,0,,6,3,2,12,0,0,0,0,0,0,0,,,M,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,,4,2,1,0,1,1
10990,2012,OK,0,1,2,,0,,6,0,2,8,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,D,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,4,1,1,,4,1,1,0,1,1
10991,2012,OK,0,1,2,,0,,5,0,2,5,0,0,M,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,2,2,0,1,1
10992,2012,OK,0,1,2,,0,,6,2,2,9,0,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,D,1,D,,,,,,,,,,,,,,,,,,1,1,1,4,5,5,1,1,1,,2,4,4,0,1,1
10993,2012,OK,0,1,2,,0,,7,2,2,13,0,0,0,0,0,0,0,,,2,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,4,4,1,1,,3,2,2,0,1,1
10994,2012,OK,0,1,2,,0,,6,1,2,9,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,,,,,,,,,1,2,1,1,1,1,1,,2,1,1,1,1,4,3,1,1,1,,5,2,1,0,1,1
10995,2012,OK,0,1,5,,0,,5,1,2,3,0,0,M,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,3,1,4,0,1,M
10996,2012,OK,0,1,2,,0,,5,7,2,16,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,1,1,0,0,0,,,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,,,,,,,,,1,1,2,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,1
10997,2012,OK,0,1,2,,0,,7,0,2,9,0,0,1,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,2,2,4,0,1,M
10998,2012,OK,0,1,3,,0,,6,2,2,12,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,0,,0,0,1,1,0,0,,,0,,,,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,4,3,4,1,1,1,,4,2,2,0,1,1
10999,2012,OK,0,1,2,,0,,7,0,2,4,0,0,0,0,0,0,0,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,3,1,1,,4,2,1,0,1,1
11000,2012,OK,0,1,2,,0,,6,0,2,14,0,0,0,0,0,0,0,,,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,D,,,,,,,,,,,,,,,,,,1,1,1,2,5,5,2,1,1,,3,1,4,0,1,1
11001,2012,OK,0,1,2,,0,,5,2,2,5,0,0,M,0,0,0,0,,,2,1,0,1,1,1,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,1,1,0,0,0,0,,0,1,0,0,0,0,,,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,D,D,1,D,,,,,,,,,1,1,1,1,1,1,1,,2,1,1,1,1,4,4,1,1,1,,4,1,1,1,1,1
