CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
7211,2012,MI,0,1,1,,0,,6,1,2,11,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,1,1,,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,,4,2,1,0,1,M
7212,2012,MI,1,1,1,,0,,3,5,2,5,0,0,0,1,1,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,,0,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1
7213,2012,MI,0,1,1,,0,,5,2,2,8,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,5,2,0,1,M
7214,2012,MI,0,1,2,,0,,4,5,1,9,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,,0,0,,0,0,0,0,1,0,,,1,0,1,1,0,,,,,,1,0,0,0,1,1,1,1,0,1,0,,,,,,,,,1,1,2,2,1,1,1,,3,,,,,,,,,,,4,2,1,0,1,1
7215,2012,MI,0,1,1,,0,,5,1,2,6,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,3,2,2,0,1,M
7216,2012,MI,0,1,2,,0,,7,6,2,14,0,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,1,1,0,0,,,0,,,,1,0,0,1,1,1,1,0,D,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,4,2,3,1,1,1,,4,3,1,0,1,1
7217,2012,MI,0,1,2,,0,,6,6,2,13,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,,0,0,1,0,0,0,,,1,0,1,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,1,4,5,5,1,1,1,,5,,,,,,,,,,,2,3,3,1,1,M
7218,2012,MI,0,1,5,,0,,6,0,2,9,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,2,1,1,,3,4,1,0,1,1
7219,2012,MI,0,1,1,,0,,5,4,2,12,0,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,2,4,2,0,1,1
7220,2012,MI,0,1,2,,0,,5,2,2,4,0,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,D,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,2,4,2,0,1,1
7221,2012,MI,0,1,1,,0,,2,0,2,2,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,5,1,1,,2,4,2,0,1,M
7222,2012,MI,0,1,1,,0,,5,5,2,13,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,,1,2,5,1,1,1
7223,2012,MI,0,1,2,,0,,4,0,1,7,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,D,0,0,1,1,D,D,D,D,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,1,5,1,0,1,1
7224,2012,MI,0,1,2,,0,,6,2,2,12,0,0,M,0,0,0,0,,,2,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,4,2,1,0,1,1
7225,2012,MI,1,1,1,,0,,5,7,1,6,0,1,1,0,1,1,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,5,1,1,1,1,4,1,1,5,,2,2,4,0,M,M
7226,2012,MI,0,1,2,,0,,4,2,1,5,0,0,0,0,0,0,0,,,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,,1,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,1,1,1,,2,4,2,0,1,1
7227,2012,MI,0,1,2,,0,,4,0,1,4,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,,0,,0,0,M,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,3,4,2,0,1,1
7228,2012,MI,0,1,2,,0,,6,1,2,15,0,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,2,5,4,3,1,1,,4,3,1,0,1,1
7229,2012,MI,0,1,2,,0,,6,4,2,11,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,4,1,1,,2,2,4,0,1,1
7230,2012,MI,1,1,2,,1,1,3,7,2,4,0,0,0,0,1,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,,0,0,0,1,1,1,0,,,,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,3,1,2,1,1,2,,2,,,,,,,,,,1,1,1,2,3,3,1,1,1,,2,3,4,0,1,1
7231,2012,MI,0,1,2,,0,,7,2,2,15,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,2,4,1,1,1,,4,1,2,0,1,1
7232,2012,MI,1,1,2,,0,,4,2,2,1,0,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,0,0,1,1,0,0,1,0,1,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,3,4,4,3,1,1,,2,4,1,0,1,1
7233,2012,MI,0,1,4,,0,,4,0,2,8,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,D,0,D,1,1,0,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,2,5,1,0,1,1
7234,2012,MI,0,1,2,,0,,5,0,1,8,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,D,0,0,1,1,D,D,D,D,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,5,1,0,1,1
7235,2012,MI,0,1,2,,0,,6,7,2,15,0,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,0,0,1,0,,,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,3,2,3,1,1,1,,5,1,1,1,1,1
7236,2012,MI,0,1,2,,0,,6,5,2,8,0,0,0,0,0,0,0,,,2,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,4,1,1,,2,4,4,0,1,1
7237,2012,MI,0,1,1,,0,,5,1,1,2,0,1,0,0,0,1,0,,,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,1,5,3,0,1,1
7238,2012,MI,0,1,1,,0,,2,0,1,3,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,1,0,M,M
7239,2012,MI,0,1,2,,0,,5,0,2,13,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,,,0,0,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,5,5,2,1,1,,3,3,2,0,1,1
7240,2012,MI,0,1,1,,0,,4,1,1,2,0,0,0,0,0,0,0,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,,4,2,1,0,1,M
7241,2012,MI,1,1,1,,0,,2,6,2,3,0,0,0,1,0,0,1,1,1,1,0,,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,1,5,1,1,1,5,1,5,1,5,3,1,4,0,1,1
7242,2012,MI,0,1,2,,0,,6,0,2,10,0,1,0,0,0,0,0,,,1,0,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,2,4,4,0,1,1
7243,2012,MI,0,1,1,,0,,6,0,2,4,0,0,0,0,0,0,0,,,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,2,1,0,1,1
7244,2012,MI,0,1,1,,0,,6,0,2,4,0,0,0,0,0,0,0,,,2,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,1,2,0,1,1
7245,2012,MI,0,1,1,,0,,4,0,2,4,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,D,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,2,5,1,0,1,M
7246,2012,MI,0,1,2,,0,,5,6,2,8,0,0,0,0,0,0,0,,,2,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,0,1,0,,,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,,,,,,,,,1,2,1,2,1,1,1,,1,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,1
7247,2012,MI,0,1,2,,0,,4,0,2,8,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,1,0,0,0,D,0,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,4,2,0,1,M
7248,2012,MI,1,1,1,,0,,6,7,2,12,0,0,0,1,1,0,1,1,3,2,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,0,1,1,1,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,5,1,5,1,1,5,0,1,1
7249,2012,MI,0,1,1,,0,,6,0,2,4,0,0,0,0,0,0,0,,,2,0,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,3,2,2,0,1,1
7250,2012,MI,0,1,1,,0,,5,0,0,1,0,0,0,0,1,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,1,1,1,,2,5,1,0,1,1
7251,2012,MI,1,1,2,,0,,3,2,2,6,0,0,0,0,1,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,1,0,0,0,,,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,5,5,5,5,1,1,5,,5,1,1,1,1,2,2,1,1,1,,3,4,1,1,1,1
7252,2012,MI,1,1,2,,1,1,7,7,2,8,0,1,1,0,1,D,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,0,,,,,,1,0,0,0,1,1,0,1,1,1,0,3,2,3,1,1,3,,1,,,,,,,,,,,,,,,,,,,,3,4,1,0,1,1
7253,2012,MI,0,1,2,,0,,3,2,1,10,0,0,0,1,0,0,1,1,3,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,1,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,1,4,1,1,1,4,1,4,1,4,1,1,5,0,1,1
7254,2012,MI,0,1,2,,0,,1,3,2,6,0,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,,,1,1,0,0,0,,,1,0,1,1,0,,,,,,0,0,D,0,1,0,1,0,0,1,D,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,3,2,2,1,1,1
7255,2012,MI,0,1,2,,0,,6,5,2,13,0,1,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,2,4,2,0,1,1
7256,2012,MI,0,1,2,,0,,7,2,2,7,0,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,,,,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,2,4,4,1,1,1,,4,2,1,0,1,1
7257,2012,MI,0,1,2,,0,,4,5,2,10,0,0,0,0,0,0,0,,,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,1,1,1,,2,3,3,0,1,1
7258,2012,MI,0,1,2,,0,,3,3,1,13,0,0,0,0,0,0,0,,,4,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,,,1,0,1,1,0,,,,,,0,0,1,0,1,1,1,1,0,0,D,,,,,,,,,1,1,5,5,1,1,1,,5,,,,,,,,,,,5,1,1,0,1,1
7259,2012,MI,1,1,6,1,1,1,7,7,2,16,0,1,M,0,1,1,0,,,2,0,,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,,1,1,3,1,2,1,1,1,,3,1,1,1,3,5,5,1,1,1,,1,5,3,0,M,1
7260,2012,MI,1,1,6,1,1,1,7,7,2,15,0,1,1,1,1,0,1,0,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,1,,,,1,0,1,1,1,0,0,,,,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,2,1,2,1,2,1,1,1,,,,,,,,,,5,2,1,2,4,4,1,3,5,3,2,4,1,0,M,1
7261,2012,MI,1,1,2,,1,1,4,7,1,9,0,1,1,1,1,1,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,,1,0,0,1,1,1,0,,,,0,,,,,,0,0,0,0,1,1,1,D,1,1,D,4,2,3,1,1,1,,4,,,,,,,,,,,,,,,,,,,,5,1,1,0,1,1
7262,2012,MI,0,1,2,,0,,6,5,2,8,0,1,1,0,1,0,0,,,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,2,5,5,4,1,1,,2,4,2,0,1,1
7263,2012,MI,0,1,2,,0,,5,0,2,3,0,0,0,0,0,0,0,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,2,3,1,1,1,,3,4,1,0,1,1
7264,2012,MI,1,1,2,,1,3,4,7,2,6,0,1,0,0,1,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,D,5,5,5,1,1,5,,5,1,4,4,5,1,1,1,,5,1,1,1,5,5,5,4,1,1,,3,4,3,1,1,1
7265,2012,MI,0,1,2,,0,,5,2,2,10,0,0,0,0,0,0,0,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,1,1,0,,0,0,1,1,1,0,,,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,,,,,,,,,1,3,5,5,1,1,1,,5,1,1,1,1,2,1,1,1,1,,1,2,5,1,1,1
7266,2012,MI,0,1,2,,0,,3,3,2,11,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,1,0,0,0,0,,,,,,,,,1,1,3,2,1,1,1,,2,,,,,,,,,,,3,2,2,0,1,1
7267,2012,MI,0,1,4,,0,,4,2,2,9,0,0,0,0,0,0,0,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,4,1,1,,2,4,4,0,1,1
7268,2012,MI,0,1,4,,0,,4,7,2,11,0,0,0,0,0,0,0,,,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,0,0,1,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,5,1,1,0,1,1
7269,2012,MI,0,1,5,,0,,3,1,2,8,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,1,1,0,1,0,1,0,0,0,1,,,,,,,,,1,1,2,1,1,1,1,,2,,,,,,,,,,,1,1,5,0,1,1
7270,2012,MI,1,1,2,,1,1,3,2,2,5,0,1,M,0,1,1,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,1,0,0,1,1,0,0,0,0,1,1,0,D,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,3,4,4,1,1,4,,5,1,1,0,1,1
7271,2012,MI,0,1,2,,0,,0,3,2,10,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,,0,0,,0,0,,0,0,,,1,0,1,1,0,,,,,,1,0,1,0,1,0,1,1,D,1,0,,,,,,,,,1,1,2,2,1,1,1,,1,,,,,,,,,,,5,1,1,0,1,1
7272,2012,MI,1,1,2,,0,,4,4,2,13,0,1,0,1,1,1,1,0,3,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,,0,0,1,0,0,0,,,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,D,,,,,,,,,4,4,3,5,1,1,1,1,5,1,1,1,1,3,1,1,4,1,4,1,4,5,1,1,1
7273,2012,MI,1,1,2,,0,,3,5,2,15,0,0,0,1,1,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,2,2,1,1,1,,1,1,3,1,2,1,1,1,,2,1,1,1,1,1,1,1,1,1,,2,2,4,0,1,1
7274,2012,MI,0,1,2,,0,,4,7,2,12,0,0,0,0,0,0,0,,,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,1,0,0,0,0,,,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,1,4,4,5,1,1,1,,5,1,1,1,1,1,1,1,1,1,,4,1,1,0,1,1
7275,2012,MI,0,1,2,,0,,5,2,2,10,0,1,M,0,1,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,,0,0,,,,,0,0,0,1,0,1,1,0,0,1,0,,,,,,1,1,0,0,1,0,0,0,0,0,D,1,2,2,1,1,1,,3,1,1,2,2,1,1,1,,2,,,,,,,,,,,1,5,4,0,1,1
7276,2012,MI,1,1,2,,0,,0,3,2,12,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,0,0,0,0,0,,,1,1,1,1,0,,,,,,1,0,1,0,1,0,1,1,0,1,0,,,,,,,,,1,1,1,2,1,1,1,,2,,,,,,,,,,,5,1,1,0,1,1
7277,2012,MI,0,1,4,,0,,4,2,2,8,0,0,0,0,0,0,0,,,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,D,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,5,4,4,1,1,,2,4,2,0,1,1
7278,2012,MI,0,1,2,,1,1,6,2,2,12,0,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,5,5,1,1,1,,1,5,2,0,1,1
