CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,OTHER_SRVC,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG22,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC126,SRVC127,SRVC128,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIVIVNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCVIVNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPVIVNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
11246,2013,PA,1,1,2,,0,,5,2,2,7,0,0,0,0,0,0,1,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,4,1,1,5,4,5,1,1,3,1,,1,1,5,0,1,M
11247,2013,PA,0,1,2,,0,,4,1,2,9,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,3,4,0,1,M
11248,2013,PA,0,1,2,,0,,3,1,2,9,0,0,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,4,1,1,1,,5,1,1,0,1,M
11249,2013,PA,0,1,2,,0,,4,1,2,8,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,1,1,,5,1,1,0,1,M
11250,2013,PA,0,1,2,,0,,4,1,2,9,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,1,1,,4,1,2,0,1,M
11251,2013,PA,0,1,2,,0,,4,1,2,10,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,M,M,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,1,,2,3,3,0,1,M
11252,2013,PA,0,1,2,,0,,4,1,2,10,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,1,1,,4,1,2,0,1,M
11253,2013,PA,0,1,2,,0,,4,1,2,8,0,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,1,1,1,,1,1,5,0,1,M
11254,2013,PA,0,1,2,,0,,4,0,2,7,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,D,0,1,D,1,1,D,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,2,1,4,0,1,1
11255,2013,PA,0,1,2,,0,,7,0,2,9,0,1,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,M
11256,2013,PA,0,1,2,,0,,7,1,2,9,0,1,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,M
11257,2013,PA,0,1,2,,0,,7,1,2,11,0,0,0,0,0,0,0,0,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,M,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,3,4,4,3,1,1,1,,1,5,2,0,1,M
11258,2013,PA,0,1,2,,0,,4,2,2,5,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,,1,0,0,0,0,0,0,0,0,1,0,,,0,,,,1,0,0,0,1,1,1,0,D,0,1,0,1,1,D,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,1,,1,5,4,0,1,1
11259,2013,PA,0,1,2,,0,,6,2,2,8,0,1,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,1,1,,2,4,4,0,1,M
11260,2013,PA,0,1,1,,0,,4,3,2,6,0,1,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,2,1,1,1,1,,1,2,5,0,1,1
11261,2013,PA,1,1,2,,1,1,3,3,2,9,0,0,0,0,0,1,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,0,0,1,0,1,0,0,1,0,1,0,,,,,,,,,,3,3,1,3,1,1,4,1,,3,,,,,,,,,,,,2,1,5,0,1,1
11262,2013,PA,0,1,2,,0,,6,1,2,14,0,2,0,0,0,1,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,,0,0,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,4,4,4,1,1,1,1,,3,2,2,0,1,M
11263,2013,PA,0,1,2,,0,,6,0,2,6,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,1
11264,2013,PA,1,1,2,,0,,7,6,2,11,0,1,0,0,1,1,0,1,0,3,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,1,1,0,1,1,1,1,1,0,1,0,1,D,0,1,0,,,,,,,,,,,,,,,,,,,,1,2,1,4,4,4,1,2,2,1,2,1,1,5,0,1,1
11265,2013,PA,0,1,1,,0,,3,2,2,3,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,4,2,3,1,1,1,1,,2,1,5,0,1,1
11266,2013,PA,0,1,1,,0,,6,1,2,4,0,2,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,3,1,1,1,,2,5,2,0,1,M
11267,2013,PA,0,1,2,,1,1,4,2,1,1,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,,3,4,1,0,1,1
11268,2013,PA,0,1,1,,0,,6,0,2,4,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,M,M,M,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,4,1,1,1,,2,5,2,0,1,M
11269,2013,PA,0,1,1,,0,,3,2,2,1,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,1,,4,1,2,0,1,M
11270,2013,PA,0,1,2,,0,,6,2,2,2,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,,2,4,4,0,1,M
11271,2013,PA,0,1,1,,1,2,7,7,2,16,0,3,0,D,0,0,0,0,,,2,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,5,4,5,1,1,1,1,,,,,0,1,1
11272,2013,PA,0,1,2,,0,,6,7,2,10,0,0,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,1,1,1,1,,3,1,4,0,1,M
11273,2013,PA,1,1,1,,0,,6,4,2,11,0,0,0,1,0,0,1,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,0,1,0,0,1,0,1,1,0,1,0,,,,,,,,,,3,4,1,4,1,1,4,1,,3,,,,,,,,,,,,4,1,2,0,1,1
11274,2013,PA,0,1,2,,0,,3,2,2,2,0,0,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,1,1,,2,1,5,0,M,1
11275,2013,PA,0,1,1,,0,,7,2,2,11,0,3,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,1,,4,3,1,0,1,M
11276,2013,PA,0,1,2,,0,,4,1,2,8,0,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,,5,1,1,0,1,M
11277,2013,PA,0,1,2,,0,,4,1,2,9,0,1,0,0,0,0,0,0,,,4,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,1,1,1,0,0,0,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,3,4,4,1,1,1,1,,2,3,4,0,1,M
11278,2013,PA,0,1,2,,0,,4,0,2,4,0,3,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,1,1,1,1,,1,5,1,0,1,1
11279,2013,PA,0,1,2,,0,,0,1,2,10,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,1,0,0,0,0,0,1,1,1,1,0,,,1,0,0,1,0,,,,,,0,0,1,0,0,1,1,1,0,0,0,,,,,,,,,,1,1,4,3,1,1,1,1,,3,,,,,,,,,,,,5,1,1,1,1,1
11280,2013,PA,0,1,1,,0,,3,2,2,4,0,1,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,1,1,1,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,2,5,1,0,1,M
11281,2013,PA,0,1,2,,0,,6,1,1,6,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,D,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,2,1,1,1,,4,1,4,0,1,M
11282,2013,PA,0,1,2,,1,1,5,7,2,4,0,0,0,0,0,1,1,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,3,1,3,4,4,4,1,3,1,,3,2,2,0,1,M
11283,2013,PA,0,1,1,,0,,6,0,2,8,0,1,0,0,0,0,0,0,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,1,,4,2,2,0,1,M
11284,2013,PA,0,1,2,,0,,2,0,2,9,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,0,0,0,0,0,0,0,0,0,1,0,,,1,0,1,1,0,,,,,,0,0,0,0,0,1,1,0,1,1,0,,,,,,,,,,1,1,1,1,2,1,1,1,,2,,,,,,,,,,,,4,1,3,0,1,1
11285,2013,PA,0,1,2,,0,,2,2,2,4,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,5,5,5,1,1,1,1,,4,2,1,0,1,M
11286,2013,PA,1,1,1,,0,,5,4,2,12,0,0,1,1,0,0,1,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,0,0,1,0,1,0,1,1,1,1,0,,,,,,,,,,5,5,1,5,1,1,5,1,,5,,,,,,,,,,,,1,2,5,0,1,1
11287,2013,PA,0,1,2,,0,,3,2,2,11,0,0,0,1,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,1,0,0,0,0,0,0,0,1,0,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,0,1,1,0,D,D,,,,,,,,,,1,1,2,2,1,1,1,2,,2,,,,,,,,,,,,5,1,1,1,1,M
11288,2013,PA,0,1,1,,0,,3,0,2,3,0,1,0,0,0,0,0,0,,,5,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,2,2,4,0,1,M
11289,2013,PA,0,1,2,,0,,7,3,2,13,0,2,0,1,0,0,0,0,,,5,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,1,1,D,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,4,4,4,2,1,1,2,,2,3,3,0,1,M
11290,2013,PA,0,1,2,,0,,3,0,2,2,0,0,0,0,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,0,1,M
11291,2013,PA,1,1,1,,0,,5,7,2,15,0,0,1,1,1,1,1,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,1,0,1,1,0,0,0,1,1,1,0,,,1,1,1,1,0,,,,,,0,0,D,0,1,0,0,0,0,1,D,,,,,,,,,,5,5,5,5,1,1,1,1,,5,,,,,,,,,,,,2,2,4,0,1,1
11292,2013,PA,0,1,2,,0,,6,2,2,8,0,1,0,0,0,0,0,0,,,2,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,M,1,M,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,3,4,4,4,1,1,1,,4,3,1,0,1,1
11293,2013,PA,0,1,2,,0,,6,1,2,7,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,4,2,1,1,1,,4,1,2,0,1,1
11294,2013,PA,0,1,2,,0,,5,2,1,15,1,0,0,0,1,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,1,1,1,1,1,1,1,1,1,1,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,1,1,D,D,0,0,,,,,,,,,,1,1,3,2,1,2,1,1,,2,,,,,,,,,,,,5,1,1,0,1,1
11295,2013,PA,0,1,2,,0,,5,1,2,12,0,3,1,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,,1,5,3,0,1,1
11296,2013,PA,0,1,2,,0,,6,5,2,16,1,0,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,1,1,1,1,0,0,1,1,1,1,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,1,1,0,0,0,,,,,,,,,,1,1,2,2,1,1,1,1,,2,,,,,,,,,,,,2,3,3,1,1,1
11297,2013,PA,0,1,2,,0,,5,2,2,4,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,4,4,4,1,1,1,1,,3,2,3,0,1,1
11298,2013,PA,0,1,2,,0,,7,7,2,16,0,0,0,0,0,1,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,1,0,1,0,,,1,0,1,1,0,,,,,,1,1,0,0,1,1,1,1,0,1,0,,,,,,,,,,1,2,4,5,1,1,1,1,,4,,,,,,,,,,,,4,1,3,0,1,1
11299,2013,PA,0,1,2,,1,1,2,2,2,1,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,3,4,1,1,1,1,,1,5,2,0,1,1
11300,2013,PA,0,1,1,,1,1,3,3,2,5,0,0,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,1,1,,5,1,1,0,1,1
11301,2013,PA,0,1,2,,0,,5,1,2,12,0,3,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,1,,1,1,1,0,1,1
11302,2013,PA,1,1,2,,0,,7,2,2,10,0,1,1,0,0,1,0,0,0,3,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,,,,,,,,,,4,5,1,4,1,1,4,1,,4,1,4,2,2,5,5,3,1,4,1,,2,2,4,0,1,1
11303,2013,PA,0,1,2,,0,,6,1,2,16,0,1,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,5,1,1,1,,1,1,5,0,1,1
11304,2013,PA,0,1,1,,0,,5,1,2,3,0,1,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,M
11305,2013,PA,0,1,2,,0,,6,3,2,15,0,0,1,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,1,0,0,0,1,1,1,1,0,,,0,,,,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,3,4,4,4,1,1,1,1,,2,1,4,0,1,M
11306,2013,PA,0,1,2,,0,,5,0,2,11,0,0,0,0,0,0,0,0,,,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,2,3,3,0,1,1
11307,2013,PA,0,1,2,,0,,6,3,2,17,0,0,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,1,0,0,0,0,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,5,4,5,1,1,1,1,,3,2,3,0,1,1
11308,2013,PA,0,1,1,,0,,5,1,2,7,0,0,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,,1,2,5,0,1,M
11309,2013,PA,0,1,2,,1,3,4,6,2,14,0,0,0,0,1,0,0,1,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,1,0,0,0,0,0,1,0,1,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,1,1,0,0,0,0,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,,,,,,,,,,,,2,4,2,0,1,M
