CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,OTHER_SRVC,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG22,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC126,SRVC127,SRVC128,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIVIVNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCVIVNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPVIVNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
4979,2013,IL,0,1,2,,0,,4,3,2,8,0,0,0,0,0,0,0,0,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,1,1,1,0,0,0,0,0,0,0,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,D,,,,,,,,,,,,,,,,,,,,1,1,1,4,3,3,1,1,1,1,,3,2,2,0,1,1
4980,2013,IL,0,1,2,,0,,2,0,1,2,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,2,2,4,0,1,1
4981,2013,IL,1,1,2,,0,,6,4,2,7,0,1,0,0,0,1,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,3,1,2,1,1,1,1,,2,1,5,1,5,1,1,1,1,,5,1,1,1,3,3,3,1,1,1,1,,1,4,4,0,1,1
4982,2013,IL,0,1,2,,0,,5,0,2,8,0,0,0,0,0,0,0,0,,,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,4,1,1,1,,3,4,1,0,1,1
4983,2013,IL,1,1,2,,1,1,5,3,2,10,0,3,1,0,0,1,1,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,5,5,1,5,1,1,1,1,,5,1,1,0,1,1
4984,2013,IL,0,1,2,,0,,5,2,2,4,0,0,0,0,0,0,0,0,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,3,5,5,3,1,1,1,,2,4,4,0,1,1
4985,2013,IL,0,1,2,,0,,5,5,2,9,0,2,0,0,0,0,0,0,,,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,4,5,3,5,1,1,1,1,,2,3,3,0,1,M
4986,2013,IL,0,1,2,,0,,3,4,2,9,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,1,1,3,3,1,1,1,1,,2,,,,,,,,,,,,2,2,4,1,1,1
4987,2013,IL,1,1,2,,0,,5,3,2,8,0,1,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,,,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,D,,,,,,,,,,2,3,1,2,1,1,1,1,,4,1,1,1,3,3,3,2,1,1,1,,2,2,4,0,1,M
4988,2013,IL,0,1,2,,0,,6,3,2,12,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,1,4,3,4,1,1,1,1,1,4,1,1,1,3,3,1,3,1,1,1,1,2,4,2,1,1,1
4989,2013,IL,0,1,2,,0,,6,3,2,12,0,0,0,0,0,0,0,0,,,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,1,1,1,,2,5,1,0,1,1
4990,2013,IL,1,1,2,,1,1,6,7,2,9,0,0,0,1,1,1,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,,,,0,,,,,,0,D,0,0,1,1,1,1,1,1,D,4,1,3,1,1,1,1,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,M
4991,2013,IL,0,1,2,,0,,4,4,2,14,0,0,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,1,1,1,1,0,,,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,,,,,,,,,,1,3,4,4,1,1,1,1,,5,1,1,1,3,4,4,1,1,1,1,,2,2,4,1,1,1
4992,2013,IL,0,1,2,,0,,5,1,1,3,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,2,3,5,1,1,1,,2,2,4,0,1,1
4993,2013,IL,0,1,2,,1,1,6,7,2,9,0,0,1,0,0,0,0,0,,,2,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,,,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,D,,,,,,,,,,1,1,2,2,3,1,1,1,,2,1,1,1,4,3,3,1,1,1,1,,5,1,1,0,1,1
4994,2013,IL,0,1,4,,0,,5,0,2,10,0,1,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,2,1,1,1,,2,3,3,0,1,1
4995,2013,IL,0,1,2,,0,,2,3,1,10,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,,,,,,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,1,4,1,4,1,1,1,1,,3,,,,,,,,,,,,2,4,4,0,1,1
4996,2013,IL,1,1,2,,1,1,6,7,2,10,0,0,1,0,0,1,1,0,,,M,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,3,1,4,2,4,4,1,1,1,1,,4,1,1,0,1,1
4997,2013,IL,0,1,2,,1,1,6,2,2,12,0,0,0,0,0,1,1,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,2,1,1,1,1,,4,3,1,0,1,1
4998,2013,IL,0,1,2,,0,,7,3,2,9,0,0,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,1,1,1,1,,3,2,4,0,1,1
4999,2013,IL,0,1,4,,0,,7,2,2,9,0,0,0,0,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,1,,2,3,4,0,1,1
5000,2013,IL,0,1,2,,0,,4,4,2,15,1,1,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,1,1,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,0,0,1,0,0,0,0,,,,,,,,,,1,1,3,2,1,1,1,1,,2,,,,,,,,,,,,2,1,4,0,1,1
5001,2013,IL,0,1,2,,0,,5,7,2,14,0,0,0,0,0,0,0,0,,,2,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,,0,0,0,0,0,0,1,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,D,,,,,,,,,,1,1,5,5,1,1,1,1,,5,1,1,1,,,1,1,1,1,1,,2,2,4,1,1,1
5002,2013,IL,0,1,4,,0,,1,5,2,13,1,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,0,0,0,0,0,0,0,1,0,0,0,,,1,0,1,0,0,,,,,,1,1,1,0,1,0,1,0,1,1,D,,,,,,,,,,1,3,1,2,1,1,1,1,,2,,,,,,,,,,,,4,2,2,0,1,1
5003,2013,IN,0,1,2,,0,,7,2,2,14,0,3,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,1,,1,3,5,0,1,1
5004,2013,IN,1,1,1,,0,,4,7,2,12,0,0,1,1,1,1,1,1,0,3,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
5005,2013,IN,1,1,1,,1,1,7,7,2,12,1,2,1,1,0,1,1,0,,,M,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,2,3,4,2,1,4,1,,3,1,1,1,1,1,1,1,1,,2,1,1,1,3,1,1,1,1,2,1,,5,2,1,0,1,1
5006,2013,IN,0,1,1,,0,,4,1,2,4,0,0,0,0,0,0,0,0,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,2,2,4,0,1,M
5007,2013,IN,0,1,6,1,0,,7,7,2,15,0,1,1,0,0,0,0,0,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,1,0,0,0,0,0,1,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,1,D,D,0,0,D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M,1
5008,2013,IN,1,1,2,,0,,6,7,2,14,0,1,0,0,0,0,0,0,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,5,2,1,4,1,1,1,1,,5,1,1,1,4,1,2,1,1,1,1,,2,2,4,1,1,1
5009,2013,IN,0,1,1,,0,,4,1,2,5,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,1,1,1,1,,4,2,1,0,1,M
5010,2013,IN,0,1,1,,0,,2,2,2,2,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,1,,1,1,5,0,1,M
5011,2013,IN,0,1,2,,0,,6,7,2,17,1,1,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,0,1,1,0,1,D,,,,,,,,,,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,2,3,4,1,1,1
5012,2013,IN,0,1,1,,0,,5,2,2,10,0,2,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,5,2,4,4,1,1,1,,3,4,2,0,1,M
5013,2013,IN,1,0,1,,1,2,7,7,2,14,1,0,1,1,1,1,1,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,,,,0,,,,,,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,4,2,1,0,1,1
5014,2013,IN,0,1,2,,0,,7,2,2,14,0,3,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,5,1,1,1,,1,3,4,0,1,1
5015,2013,IN,0,1,2,,0,,7,3,2,9,0,1,1,1,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,3,4,4,2,1,1,1,,1,5,2,0,1,1
5016,2013,IN,0,1,2,,0,,7,3,2,9,0,1,1,1,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,2,1,1,1,,2,5,2,0,1,1
5017,2013,IN,0,1,2,,0,,6,2,2,4,0,0,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,2,4,4,0,1,1
5018,2013,IN,0,1,2,,0,,5,1,2,7,0,0,0,0,0,0,0,0,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,3,4,1,1,1,1,,3,1,4,0,1,1
5019,2013,IN,0,1,1,,0,,6,2,2,11,0,3,0,0,0,0,0,0,,,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,3,3,3,1,1,1,,2,5,2,0,1,M
5020,2013,IN,0,1,2,,0,,2,2,1,8,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,1,1,3,2,1,1,1,1,,2,,,,,,,,,,,,5,1,1,1,1,M
5021,2013,IN,0,1,2,,0,,6,7,2,17,0,1,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,3,3,3,1,1,1,1,,2,3,4,0,1,1
5022,2013,IN,0,1,1,,0,,5,2,2,9,0,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,D,,,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,1,1,1,1,,1,5,1,0,1,M
5023,2013,IN,0,1,2,,0,,4,3,2,14,0,0,0,0,0,1,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,2,2,4,1,1,1
5024,2013,IN,1,1,1,,0,,4,2,1,3,0,0,0,0,0,1,0,0,,,5,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,3,1,1,1,1,,2,5,1,0,M,M
5025,2013,IN,0,1,2,,0,,4,2,2,7,0,0,0,0,0,0,0,0,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,3,1,1,1,1,,1,4,4,0,1,1
5026,2013,IN,0,1,1,,0,,2,2,2,2,0,1,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,1,1,1,1,1,1,1,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,1,5,0,1,M
5027,2013,IN,0,1,1,,0,,4,1,2,4,0,3,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,1,,4,1,1,0,1,M
5028,2013,IN,0,1,2,,0,,5,1,1,6,0,0,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,1,1,,5,1,1,0,1,1
5029,2013,IN,0,1,2,,0,,5,1,1,6,0,0,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,1
5030,2013,IN,0,1,2,,0,,3,3,2,9,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,1,1,2,2,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,2,5,1,1,M
5031,2013,IN,0,1,2,,0,,5,2,2,7,0,2,1,1,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,1,,5,1,1,0,1,1
5032,2013,IN,0,1,1,,0,,3,2,2,2,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,1,1,1,1,,2,4,4,0,1,M
5033,2013,IN,0,1,1,,0,,3,2,2,1,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,1,1,1,1,,2,4,4,0,1,M
5034,2013,IN,0,1,1,,0,,7,2,2,7,0,3,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,1,1,,2,3,3,0,1,M
5035,2013,IN,1,1,2,,0,,6,7,2,14,0,0,0,0,0,1,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,1,1,1,1,1,1,1,1,,2,1,1,1,1,1,1,1,1,1,1,,5,1,1,1,1,1
5036,2013,IN,0,1,6,1,1,2,7,7,2,16,0,0,1,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,1,0,1,D,0,1,1,1,D,1,1,D,,,,,,,,,,1,1,4,4,1,1,1,1,,4,1,1,1,1,3,3,1,1,1,1,,1,5,2,0,1,1
5037,2013,IN,0,1,2,,0,,4,6,2,8,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,0,D,0,0,0,0,0,0,0,,,,,,,,,,1,1,2,1,1,1,1,1,,3,,,,,,,,,,,,2,1,4,1,M,M
5038,2013,IN,1,1,2,,1,1,6,7,2,18,0,0,1,1,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,D,2,2,2,1,1,1,1,,1,,,,,,,,,,,2,1,4,2,1,3,1,1,1,1,,5,1,1,0,1,1
5039,2013,IN,0,1,1,,0,,5,2,2,8,0,1,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,2,3,2,1,1,1,,4,1,3,0,1,M
5040,2013,IN,0,1,2,,0,,7,5,2,10,0,2,0,0,0,0,0,0,,,2,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,1,5,3,0,1,1
5041,2013,IN,0,1,2,,0,,7,1,2,12,0,2,0,0,0,0,0,0,,,2,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,,,,,,1,5,3,0,1,1
