CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC61,SRVC31,SRVC32,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
10733,2011,OR,0,1,2,,0,,6,1,2,15,1,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,0,1,,,0,0,0,0,0,,,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,D,,,,,,,,,1,1,2,1,1,1,1,,1,1,1,4,3,1,3,1,1,1,,4,2,1,0,1,M
10734,2011,OR,1,1,2,,0,,4,6,2,3,0,0,0,0,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,4,1,2,1,1,2,,1,1,5,1,5,1,1,5,,5,1,1,1,5,5,5,1,1,1,,1,5,4,0,1,1
10735,2011,OR,0,1,4,,0,,5,2,2,7,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
10736,2011,OR,0,1,4,,0,,5,2,2,6,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
10737,2011,OR,0,1,2,,0,,5,1,2,9,0,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,4,4,1,1,1,,2,4,4,0,1,M
10738,2011,OR,0,1,4,,0,,6,2,2,8,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,M,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,2,1,1,,1,5,5,0,1,M
10739,2011,OR,0,1,4,,0,,6,2,2,8,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,1,5,4,0,1,M
10740,2011,OR,0,1,2,,0,,5,1,2,4,0,0,0,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,3,4,4,4,1,1,,2,2,4,0,1,M
10741,2011,OR,0,1,4,,0,,6,1,2,9,0,0,0,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,M,M,M,0,1,0,0,0,,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,5,1,1,,3,1,4,0,1,M
10742,2011,OR,0,1,2,,0,,5,2,2,11,0,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,5,5,4,1,1,,3,4,2,0,1,M
10743,2011,OR,0,1,2,,0,,7,2,2,6,0,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,5,5,5,1,1,,3,2,4,0,1,M
10744,2011,OR,0,1,2,,0,,7,2,1,8,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,5,5,5,5,1,1,,1,4,5,0,1,M
10745,2011,OR,0,1,2,,0,,5,1,2,9,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,2,5,5,1,1,1,,2,5,2,0,1,M
10746,2011,OR,0,1,2,,0,,5,1,2,12,0,0,0,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,M,M,M,0,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,3,4,4,4,1,1,,3,2,4,0,1,M
10747,2011,OR,0,1,4,,0,,7,4,1,12,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,5,5,5,5,1,1,,2,2,4,0,1,M
10748,2011,OR,0,1,4,,0,,7,4,1,12,0,0,0,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,1,,2,5,2,0,1,M
10749,2011,OR,0,1,4,,0,,7,2,2,7,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,2,1,1,,4,3,1,0,1,M
10750,2011,OR,1,1,1,,M,,2,3,2,10,0,0,0,1,0,0,1,1,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,,1,1,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1
10751,2011,OR,0,1,2,,0,,5,6,2,12,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,1,,0,,,1,0,0,1,0,,,,,,0,0,1,0,0,0,1,1,1,1,D,,,,,,,,,1,1,2,2,3,1,1,,1,,,,,,,,,,,5,1,1,0,1,1
10752,2011,OR,0,1,2,,0,,5,2,2,12,0,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,3,4,4,1,1,,4,1,2,0,1,M
10753,2011,OR,1,1,2,,0,,5,1,1,12,1,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,,0,0,1,0,0,,,1,1,0,1,0,,,,,,1,1,1,0,0,0,1,0,0,0,D,,,,,,,,,1,1,2,2,1,1,1,,2,,,,,,,,,,,4,1,3,0,1,M
10754,2011,OR,0,1,2,,0,,2,4,2,5,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,,2,4,3,0,1,M
10755,2011,OR,0,1,4,,0,,7,2,2,10,0,0,0,0,0,0,0,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,2,5,1,0,1,M
10756,2011,OR,0,1,1,,0,,4,3,2,4,0,0,0,1,1,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,1,4,1,1,1,3,1,4,1,4,1,1,5,0,1,1
10757,2011,OR,0,1,1,,0,,2,1,2,3,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,2,3,3,4,1,1,,4,3,1,0,1,M
10758,2011,OR,1,1,2,,0,,5,1,2,14,0,0,M,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,,,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,D,,,,,,,,,1,1,3,3,4,1,1,,4,1,1,2,1,1,1,2,1,1,,4,1,3,0,1,M
10759,2011,OR,0,1,2,,0,,5,7,2,6,0,0,M,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
10760,2011,OR,0,1,2,,0,,6,1,2,11,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
10761,2011,OR,0,1,2,,0,,6,1,2,11,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
10762,2011,OR,0,1,2,,0,,7,5,2,13,1,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,0,,,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,D,,,,,,,,,1,1,5,4,1,1,1,,4,1,1,1,4,2,4,1,1,1,,4,1,3,0,1,M
10763,2011,OR,1,0,2,,0,,5,2,1,10,0,0,0,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,1,1,1,0,1,0,0,0,0,1,D,,,,,,,,,3,1,1,1,1,1,1,,3,,,,,,,,,,,1,4,4,0,1,M
10764,2011,OR,1,1,1,,0,,5,2,2,15,0,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,2,4,2,0,1,M
10765,2011,OR,0,1,1,,0,,6,2,2,7,0,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,1,1,1,D,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,,1,5,1,0,1,M
10766,2011,OR,0,1,2,,0,,3,2,2,8,0,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,5,4,1,1,1,,4,2,2,0,1,M
10767,2011,OR,0,1,4,,0,,7,1,2,3,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,3,1,1,,2,2,4,0,1,M
10768,2011,OR,0,1,2,,0,,7,7,2,14,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,5,4,5,3,1,1,,4,2,2,0,1,M
10769,2011,OR,0,1,4,,0,,2,2,2,10,0,0,M,1,0,0,1,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1
10770,2011,OR,0,1,5,,0,,7,0,2,13,0,0,0,0,0,0,0,,,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,4,3,5,5,5,1,1,,2,5,2,0,1,M
10771,2011,OR,0,1,2,,0,,6,1,2,7,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,3,1,1,,2,3,3,0,1,M
10772,2011,OR,1,1,2,,0,,2,2,1,13,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,1,1,1,0,,,,,,1,0,1,0,1,1,1,D,1,1,0,,,,,,,,,1,1,3,2,1,1,1,,3,,,,,,,,,,,5,1,1,0,1,M
10773,2011,OR,1,1,2,,0,,5,2,2,5,0,1,1,0,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,2,1,1,,2,5,1,0,1,M
10774,2011,OR,0,1,2,,0,,6,5,2,15,0,0,0,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0,,,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,,,,,,,,,1,1,4,3,1,1,1,,3,1,1,1,1,3,2,1,1,1,,4,2,1,0,1,M
10775,2011,OR,0,1,2,,0,,6,1,2,14,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,1,1,1,,3,4,1,0,1,M
10776,2011,OR,1,1,2,,0,,6,4,2,17,0,1,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,D,,,,,,,,,1,4,2,5,1,1,1,,4,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,M
10777,2011,OR,0,1,2,,0,,4,2,2,9,1,0,0,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,D,,,,,,,,,1,1,3,3,1,1,1,,4,1,1,1,1,1,1,1,1,1,,1,4,5,0,1,M
10778,2011,OR,0,1,5,,0,,7,1,2,13,0,0,0,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,3,1,1,,2,4,3,0,1,M
10779,2011,OR,0,1,2,,0,,4,1,1,3,0,0,0,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,3,1,1,,2,4,4,0,1,M
10780,2011,OR,0,1,2,,0,,7,1,2,7,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,2,4,4,1,1,1,,4,4,1,0,1,1
10781,2011,OR,0,1,3,,1,1,5,1,2,6,0,1,0,0,1,0,0,,,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,1,5,1,0,1,M
10782,2011,OR,1,1,2,,0,,5,2,2,12,0,0,M,0,1,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,0,0,,,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,D,,,,,,,,,1,1,5,5,1,1,1,,5,1,1,1,5,5,5,1,1,1,,1,4,4,0,1,1
10783,2011,OR,0,1,2,,0,,3,2,2,2,0,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,3,2,2,1,1,1,,1,5,4,0,1,1
10784,2011,OR,1,1,2,,0,,5,4,2,12,0,1,0,1,1,1,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,0,,,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,D,1,D,,,,,,,,,4,2,1,3,1,1,1,,3,1,1,1,3,3,3,1,1,1,,5,1,1,1,1,M
10785,2011,OR,0,1,4,,0,,6,1,2,9,0,0,M,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,4,1,2,0,1,M
10786,2011,OR,1,0,2,,0,,4,3,1,12,0,0,0,0,0,1,0,0,2,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,5,1,1,4,1,1,5,,5,,,,,,,,,,,1,3,5,0,1,M
10787,2011,OR,0,1,4,,0,,6,2,2,8,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,2,5,5,1,1,1,,1,5,4,0,1,M
10788,2011,OR,0,1,4,,0,,7,4,2,13,0,1,1,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,D,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,4,1,1,,4,2,2,1,1,M
10789,2011,OR,0,1,2,,0,,6,2,2,12,0,0,0,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,2,5,5,5,1,1,,1,2,5,1,1,M
10790,2011,OR,0,1,4,,0,,5,3,2,13,0,0,M,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,4,5,5,1,1,,2,1,4,0,1,M
10791,2011,OR,0,1,5,,0,,5,2,2,5,0,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,3,4,1,0,1,M
10792,2011,OR,0,1,4,,0,,6,1,2,8,0,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,3,1,1,,4,2,1,0,1,M
10793,2011,OR,1,1,2,,0,,5,5,2,13,0,0,0,0,1,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,1,1,1,1,0,,,,,,1,1,1,0,1,1,1,1,D,1,D,,,,,,,,,2,1,2,2,1,1,1,,2,1,1,1,4,5,5,1,1,1,,1,4,4,0,1,M
10794,2011,OR,0,1,2,,0,,7,2,2,11,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,4,1,1,,2,3,3,0,1,M
10795,2011,OR,0,1,2,,0,,0,2,1,13,1,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,D,D,,,,,,,,,1,1,4,4,1,1,1,,3,,,,,,,,,,,5,1,1,0,1,M
10796,2011,OR,0,1,2,,0,,3,4,2,10,0,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,D,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,5,5,1,1,1,,2,4,2,0,1,1
10797,2011,OR,0,1,1,,0,,3,2,2,5,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,2,5,1,0,1,M
10798,2011,OR,0,1,2,,0,,5,1,2,2,0,1,0,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,1,1,1,,2,4,3,0,1,M
10799,2011,OR,0,1,2,,0,,4,1,2,7,0,0,M,0,0,0,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,D,D,1,0,D,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,M
10800,2011,OR,0,1,2,,0,,5,1,2,6,0,0,M,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,M,0,0,1,0,0,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,5,1,1,,5,1,1,0,1,1
10801,2011,OR,0,1,2,,0,,6,2,2,9,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,5,5,5,1,1,,2,4,4,0,1,1
10802,2011,OR,1,1,2,,0,,3,2,2,6,0,0,0,0,0,0,0,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,D,,,,,,,,,1,1,2,1,1,1,1,,2,1,1,1,2,1,2,1,1,1,,1,5,3,0,1,M
